cve_id,published,last_modified,source_identifier,description,severity,cvss_score,vector,exploitability_score,impact_score
CVE-2017-15775,2017-10-22T20:29:01.757,2024-11-21T03:15:13.360,cve@mitre.org,"xnview classic for windows version 2.43 allows attackers to cause a denial of service or possibly have unspecified other impact via a crafted .dwg file, related to ""data from faulting address controls branch selection starting at cadimage+0x0000000000259aa4.""",,7.8,CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,1.8,5.9
CVE-2017-15776,2017-10-22T20:29:01.790,2024-11-21T03:15:13.493,cve@mitre.org,"xnview classic for windows version 2.43 allows attackers to cause a denial of service or possibly have unspecified other impact via a crafted .dwg file, related to ""data from faulting address may be used as a return value starting at cadimage+0x0000000000285ec1.""",,7.8,CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,1.8,5.9
CVE-2017-15777,2017-10-22T20:29:01.820,2024-11-21T03:15:13.627,cve@mitre.org,"xnview classic for windows version 2.43 allows attackers to execute arbitrary code or cause a denial of service via a crafted .dwg file, related to a ""user mode write av near null starting at cadimage+0x0000000000288750.""",,7.8,CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,1.8,5.9
CVE-2017-15778,2017-10-22T20:29:01.867,2024-11-21T03:15:13.783,cve@mitre.org,"xnview classic for windows version 2.43 allows attackers to cause a denial of service or possibly have unspecified other impact via a crafted .dwg file, related to a ""read access violation starting at cadimage+0x0000000000285de7.""",,7.8,CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,1.8,5.9
CVE-2017-15779,2017-10-22T20:29:01.900,2024-11-21T03:15:13.910,cve@mitre.org,"xnview classic for windows version 2.43 allows attackers to execute arbitrary code or cause a denial of service via a crafted .dwg file, related to ""data from faulting address controls subsequent write address starting at cadimage+0x00000000000034b0.""",,7.8,CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,1.8,5.9
CVE-2017-15780,2017-10-22T20:29:01.930,2024-11-21T03:15:14.037,cve@mitre.org,"xnview classic for windows version 2.43 allows attackers to cause a denial of service or possibly have unspecified other impact via a crafted .dwg file, related to a ""read access violation starting at cadimage+0x0000000000285dad.""",,7.8,CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,1.8,5.9
CVE-2017-15781,2017-10-22T20:29:01.977,2024-11-21T03:15:14.167,cve@mitre.org,"xnview classic for windows version 2.43 allows attackers to execute arbitrary code or cause a denial of service via a crafted .dwg file, related to a ""read access violation on control flow starting at cadimage+0x0000000000286a76.""",,7.8,CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,1.8,5.9
CVE-2017-15782,2017-10-22T20:29:02.023,2024-11-21T03:15:14.297,cve@mitre.org,"xnview classic for windows version 2.43 allows attackers to execute arbitrary code or cause a denial of service via a crafted .dwg file, related to a ""user mode write av starting at cadimage+0x00000000000032eb.""",,7.8,CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,1.8,5.9
CVE-2017-15783,2017-10-22T20:29:02.057,2024-11-21T03:15:14.417,cve@mitre.org,"xnview classic for windows version 2.43 allows attackers to cause a denial of service or possibly have unspecified other impact via a crafted .dwg file, related to ""data from faulting address controls branch selection starting at cadimage+0x0000000000285ce1.""",,7.8,CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,1.8,5.9
CVE-2017-15784,2017-10-22T20:29:02.087,2024-11-21T03:15:14.553,cve@mitre.org,"xnview classic for windows version 2.43 allows attackers to execute arbitrary code or cause a denial of service via a crafted .dwg file, related to an ""illegal instruction violation starting at xnview+0x0000000000370074.""",,7.8,CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,1.8,5.9
CVE-2017-15785,2017-10-22T20:29:02.117,2024-11-21T03:15:14.680,cve@mitre.org,"xnview classic for windows version 2.43 allows attackers to execute arbitrary code or cause a denial of service via a crafted .dwg file, related to a ""data execution prevention violation near null starting at unknown symbol @ 0x0000000000000000 called from cadimage+0x0000000000286a79.""",,7.8,CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,1.8,5.9
CVE-2017-15786,2017-10-22T20:29:02.150,2024-11-21T03:15:14.807,cve@mitre.org,"xnview classic for windows version 2.43 allows attackers to cause a denial of service or possibly have unspecified other impact via a crafted .dwg file, related to a ""read access violation starting at cadimage+0x00000000001a78db.""",,7.8,CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,1.8,5.9
CVE-2017-15787,2017-10-22T20:29:02.197,2024-11-21T03:15:14.933,cve@mitre.org,"xnview classic for windows version 2.43 allows attackers to execute arbitrary code or cause a denial of service via a crafted .dwg file, related to a ""data execution prevention violation starting at xnview+0x0000000000580063.""",,7.8,CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,1.8,5.9
CVE-2017-15788,2017-10-22T20:29:02.227,2024-11-21T03:15:15.060,cve@mitre.org,"xnview classic for windows version 2.43 allows attackers to execute arbitrary code or cause a denial of service via a crafted .dwg file, related to a ""user mode write av starting at cadimage+0x0000000000002d83.""",,7.8,CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,1.8,5.9
CVE-2017-15789,2017-10-22T20:29:02.257,2024-11-21T03:15:15.183,cve@mitre.org,"xnview classic for windows version 2.43 allows attackers to execute arbitrary code or cause a denial of service via a crafted .dwg file, related to a ""user mode write av starting at cadimage+0x00000000000048e7.""",,7.8,CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,1.8,5.9
CVE-2017-7081,2017-10-23T01:29:11.657,2024-11-21T03:31:08.107,product-security@apple.com,"an issue was discovered in certain apple products. ios before 11 is affected. safari before 11 is affected. icloud before 7.0 on windows is affected. itunes before 12.7 on windows is affected. tvos before 11 is affected. the issue involves the ""webkit"" component. it allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption and application crash) via a crafted web site.",,8.8,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,2.8,5.9
CVE-2017-7087,2017-10-23T01:29:11.893,2024-11-21T03:31:08.877,product-security@apple.com,"an issue was discovered in certain apple products. ios before 11 is affected. safari before 11 is affected. icloud before 7.0 on windows is affected. itunes before 12.7 on windows is affected. tvos before 11 is affected. the issue involves the ""webkit"" component. it allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption and application crash) via a crafted web site.",,8.8,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,2.8,5.9
CVE-2017-7089,2017-10-23T01:29:11.987,2024-11-21T03:31:09.147,product-security@apple.com,"an issue was discovered in certain apple products. ios before 11 is affected. safari before 11 is affected. icloud before 7.0 on windows is affected. the issue involves the ""webkit"" component. it allows remote attackers to conduct universal xss (uxss) attacks via a crafted web site that is mishandled during parent-tab processing.",,6.1,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,2.8,2.7
CVE-2017-7090,2017-10-23T01:29:12.033,2024-11-21T03:31:09.277,product-security@apple.com,"an issue was discovered in certain apple products. ios before 11 is affected. safari before 11 is affected. icloud before 7.0 on windows is affected. itunes before 12.7 on windows is affected. tvos before 11 is affected. the issue involves the ""webkit"" component. it allows remote attackers to bypass the same origin policy and obtain sensitive cookie information via a custom url scheme.",,7.5,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,3.9,3.6
CVE-2017-7091,2017-10-23T01:29:12.063,2024-11-21T03:31:09.400,product-security@apple.com,"an issue was discovered in certain apple products. ios before 11 is affected. safari before 11 is affected. icloud before 7.0 on windows is affected. itunes before 12.7 on windows is affected. tvos before 11 is affected. the issue involves the ""webkit"" component. it allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption and application crash) via a crafted web site.",,8.8,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,2.8,5.9
CVE-2017-7092,2017-10-23T01:29:12.110,2024-11-21T03:31:09.527,product-security@apple.com,"an issue was discovered in certain apple products. ios before 11 is affected. safari before 11 is affected. icloud before 7.0 on windows is affected. itunes before 12.7 on windows is affected. tvos before 11 is affected. the issue involves the ""webkit"" component. it allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption and application crash) via a crafted web site.",,8.8,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,2.8,5.9
CVE-2017-7093,2017-10-23T01:29:12.143,2024-11-21T03:31:09.653,product-security@apple.com,"an issue was discovered in certain apple products. ios before 11 is affected. safari before 11 is affected. icloud before 7.0 on windows is affected. itunes before 12.7 on windows is affected. tvos before 11 is affected. the issue involves the ""webkit"" component. it allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption and application crash) via a crafted web site.",,8.8,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,2.8,5.9
CVE-2017-7094,2017-10-23T01:29:12.190,2024-11-21T03:31:09.773,product-security@apple.com,"an issue was discovered in certain apple products. ios before 11 is affected. safari before 11 is affected. icloud before 7.0 on windows is affected. itunes before 12.7 on windows is affected. tvos before 11 is affected. the issue involves the ""webkit"" component. it allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption and application crash) via a crafted web site.",,8.8,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,2.8,5.9
CVE-2017-7095,2017-10-23T01:29:12.237,2024-11-21T03:31:09.897,product-security@apple.com,"an issue was discovered in certain apple products. ios before 11 is affected. safari before 11 is affected. icloud before 7.0 on windows is affected. itunes before 12.7 on windows is affected. tvos before 11 is affected. the issue involves the ""webkit"" component. it allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption and application crash) via a crafted web site.",,8.8,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,2.8,5.9
CVE-2017-7096,2017-10-23T01:29:12.283,2024-11-21T03:31:10.020,product-security@apple.com,"an issue was discovered in certain apple products. ios before 11 is affected. safari before 11 is affected. icloud before 7.0 on windows is affected. itunes before 12.7 on windows is affected. tvos before 11 is affected. the issue involves the ""webkit"" component. it allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption and application crash) via a crafted web site.",,8.8,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,2.8,5.9
CVE-2017-7098,2017-10-23T01:29:12.360,2024-11-21T03:31:10.260,product-security@apple.com,"an issue was discovered in certain apple products. ios before 11 is affected. safari before 11 is affected. icloud before 7.0 on windows is affected. itunes before 12.7 on windows is affected. tvos before 11 is affected. the issue involves the ""webkit"" component. it allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption and application crash) via a crafted web site.",,8.8,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,2.8,5.9
CVE-2017-7099,2017-10-23T01:29:12.393,2024-11-21T03:31:10.397,product-security@apple.com,"an issue was discovered in certain apple products. ios before 11 is affected. safari before 11 is affected. icloud before 7.0 on windows is affected. itunes before 12.7 on windows is affected. tvos before 11 is affected. the issue involves the ""webkit"" component. it allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption and application crash) via a crafted web site.",,8.8,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,2.8,5.9
CVE-2017-7100,2017-10-23T01:29:12.440,2024-11-21T03:31:10.523,product-security@apple.com,"an issue was discovered in certain apple products. ios before 11 is affected. safari before 11 is affected. icloud before 7.0 on windows is affected. itunes before 12.7 on windows is affected. tvos before 11 is affected. the issue involves the ""webkit"" component. it allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption and application crash) via a crafted web site.",,8.8,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,2.8,5.9
CVE-2017-7102,2017-10-23T01:29:12.470,2024-11-21T03:31:10.643,product-security@apple.com,"an issue was discovered in certain apple products. ios before 11 is affected. safari before 11 is affected. icloud before 7.0 on windows is affected. itunes before 12.7 on windows is affected. tvos before 11 is affected. the issue involves the ""webkit"" component. it allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption and application crash) via a crafted web site.",,8.8,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,2.8,5.9
CVE-2017-7104,2017-10-23T01:29:12.563,2024-11-21T03:31:10.890,product-security@apple.com,"an issue was discovered in certain apple products. ios before 11 is affected. safari before 11 is affected. icloud before 7.0 on windows is affected. itunes before 12.7 on windows is affected. tvos before 11 is affected. the issue involves the ""webkit"" component. it allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption and application crash) via a crafted web site.",,8.8,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,2.8,5.9
CVE-2017-7106,2017-10-23T01:29:12.643,2024-11-21T03:31:11.153,product-security@apple.com,"an issue was discovered in certain apple products. ios before 11 is affected. safari before 11 is affected. icloud before 7.0 on windows is affected. the issue involves the ""webkit"" component. it allows remote attackers to spoof the address bar.",,6.5,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:H/A:N,2.8,3.6
CVE-2017-7107,2017-10-23T01:29:12.673,2024-11-21T03:31:11.287,product-security@apple.com,"an issue was discovered in certain apple products. ios before 11 is affected. safari before 11 is affected. icloud before 7.0 on windows is affected. itunes before 12.7 on windows is affected. tvos before 11 is affected. the issue involves the ""webkit"" component. it allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption and application crash) via a crafted web site.",,8.8,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,2.8,5.9
CVE-2017-7109,2017-10-23T01:29:12.753,2024-11-21T03:31:11.547,product-security@apple.com,"an issue was discovered in certain apple products. ios before 11 is affected. safari before 11 is affected. icloud before 7.0 on windows is affected. itunes before 12.7 on windows is affected. tvos before 11 is affected. the issue involves the ""webkit"" component. a cross-site scripting (xss) vulnerability allows remote attackers to inject arbitrary web script or html via crafted web content that incorrectly interacts with the application cache policy.",,6.1,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,2.8,2.7
CVE-2017-7111,2017-10-23T01:29:12.847,2024-11-21T03:31:11.790,product-security@apple.com,"an issue was discovered in certain apple products. ios before 11 is affected. safari before 11 is affected. icloud before 7.0 on windows is affected. itunes before 12.7 on windows is affected. tvos before 11 is affected. the issue involves the ""webkit"" component. it allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption and application crash) via a crafted web site.",,8.8,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,2.8,5.9
CVE-2017-7117,2017-10-23T01:29:13.033,2024-11-21T03:31:12.510,product-security@apple.com,"an issue was discovered in certain apple products. ios before 11 is affected. safari before 11 is affected. icloud before 7.0 on windows is affected. itunes before 12.7 on windows is affected. tvos before 11 is affected. the issue involves the ""webkit"" component. it allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption and application crash) via a crafted web site.",,8.8,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,2.8,5.9
CVE-2017-7120,2017-10-23T01:29:13.143,2024-11-21T03:31:12.863,product-security@apple.com,"an issue was discovered in certain apple products. ios before 11 is affected. safari before 11 is affected. icloud before 7.0 on windows is affected. itunes before 12.7 on windows is affected. tvos before 11 is affected. the issue involves the ""webkit"" component. it allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption and application crash) via a crafted web site.",,8.8,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,2.8,5.9
CVE-2017-7127,2017-10-23T01:29:13.377,2024-11-21T03:31:13.683,product-security@apple.com,"an issue was discovered in certain apple products. ios before 11 is affected. macos before 10.13 is affected. icloud before 7.0 on windows is affected. tvos before 11 is affected. watchos before 4 is affected. the issue involves the ""sqlite"" component. it allows attackers to execute arbitrary code in a privileged context or cause a denial of service (memory corruption) via a crafted app.",,7.8,CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,1.8,5.9
CVE-2017-5052,2017-10-27T05:29:00.177,2024-11-21T03:26:56.900,chrome-cve-admin@google.com,"an incorrect assumption about block structure in blink in google chrome prior to 57.0.2987.133 for mac, windows, and linux, and 57.0.2987.132 for android, allowed a remote attacker to potentially exploit memory corruption via a crafted html page that triggers improper casting.",,8.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,2.8,5.9
CVE-2017-5053,2017-10-27T05:29:00.237,2024-11-21T03:26:57.047,chrome-cve-admin@google.com,"an out-of-bounds read in v8 in google chrome prior to 57.0.2987.133 for linux, windows, and mac, and 57.0.2987.132 for android, allowed a remote attacker to execute arbitrary code inside a sandbox via a crafted html page, related to array.prototype.indexof.",,9.6,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H,2.8,6.0
CVE-2017-5054,2017-10-27T05:29:00.287,2024-11-21T03:26:57.180,chrome-cve-admin@google.com,"an out-of-bounds read in v8 in google chrome prior to 57.0.2987.133 for linux, windows, and mac, and 57.0.2987.132 for android, allowed a remote attacker to obtain heap memory contents via a crafted html page.",,8.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,2.8,5.9
CVE-2017-5055,2017-10-27T05:29:00.317,2024-11-21T03:26:57.307,chrome-cve-admin@google.com,a use after free in printing in google chrome prior to 57.0.2987.133 for linux and windows allowed a remote attacker to perform an out of bounds memory read via a crafted html page.,,8.8,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,2.8,5.9
CVE-2017-5056,2017-10-27T05:29:00.363,2024-11-21T03:26:57.420,chrome-cve-admin@google.com,"a use after free in blink in google chrome prior to 57.0.2987.133 for linux, windows, and mac, and 57.0.2987.132 for android, allowed a remote attacker to perform an out of bounds memory read via a crafted html page.",,8.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,2.8,5.9
CVE-2017-5057,2017-10-27T05:29:00.393,2024-11-21T03:26:57.543,chrome-cve-admin@google.com,"type confusion in pdfium in google chrome prior to 58.0.3029.81 for mac, windows, and linux, and 58.0.3029.83 for android, allowed a remote attacker to perform an out of bounds memory read via a crafted pdf file.",,8.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,2.8,5.9
CVE-2017-5058,2017-10-27T05:29:00.440,2024-11-21T03:26:57.660,chrome-cve-admin@google.com,a use after free in printpreview in google chrome prior to 58.0.3029.81 for windows allowed a remote attacker to potentially perform out of bounds memory access via a crafted html page.,,8.8,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,2.8,5.9
CVE-2017-5059,2017-10-27T05:29:00.473,2024-11-21T03:26:57.780,chrome-cve-admin@google.com,"type confusion in blink in google chrome prior to 58.0.3029.81 for linux, windows, and mac, and 58.0.3029.83 for android, allowed a remote attacker to potentially obtain code execution via a crafted html page.",,8.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,2.8,5.9
CVE-2017-5060,2017-10-27T05:29:00.503,2024-11-21T03:26:57.900,chrome-cve-admin@google.com,"insufficient policy enforcement in omnibox in google chrome prior to 58.0.3029.81 for mac, windows, and linux, and 58.0.3029.83 for android, allowed a remote attacker to perform domain spoofing via idn homographs in a crafted domain name.",,6.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:H/A:N,2.8,3.6
CVE-2017-5061,2017-10-27T05:29:00.537,2024-11-21T03:26:58.017,chrome-cve-admin@google.com,"a race condition in navigation in google chrome prior to 58.0.3029.81 for linux, windows, and mac allowed a remote attacker to spoof the contents of the omnibox (url bar) via a crafted html page.",,5.3,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:N/I:H/A:N,1.6,3.6
CVE-2017-5062,2017-10-27T05:29:00.583,2024-11-21T03:26:58.133,chrome-cve-admin@google.com,"a use after free in chrome apps in google chrome prior to 58.0.3029.81 for mac, windows, and linux, and 58.0.3029.83 for android, allowed a remote attacker to potentially perform out of bounds memory access via a crafted chrome extension.",,8.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,2.8,5.9
CVE-2017-5063,2017-10-27T05:29:00.613,2024-11-21T03:26:58.253,chrome-cve-admin@google.com,"a numeric overflow in skia in google chrome prior to 58.0.3029.81 for linux, windows, and mac, and 58.0.3029.83 for android, allowed a remote attacker to perform an out of bounds memory read via a crafted html page.",,8.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,2.8,5.9
CVE-2017-5064,2017-10-27T05:29:00.643,2024-11-21T03:26:58.377,chrome-cve-admin@google.com,incorrect handling of dom changes in blink in google chrome prior to 58.0.3029.81 for windows allowed a remote attacker to potentially exploit heap corruption via a crafted html page.,,8.8,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,2.8,5.9
CVE-2017-5065,2017-10-27T05:29:00.677,2024-11-21T03:26:58.490,chrome-cve-admin@google.com,lack of an appropriate action on page navigation in blink in google chrome prior to 58.0.3029.81 for windows and mac allowed a remote attacker to potentially confuse a user into making an incorrect security decision via a crafted html page.,,4.7,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:N/I:L/A:N,2.8,1.4
CVE-2017-5066,2017-10-27T05:29:00.707,2024-11-21T03:26:58.613,chrome-cve-admin@google.com,"insufficient consistency checks in signature handling in the networking stack in google chrome prior to 58.0.3029.81 for mac, windows, and linux, and 58.0.3029.83 for android, allowed a remote attacker to incorrectly accept a badly formed x.509 certificate via a crafted html page.",,6.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:H/A:N,2.8,3.6
CVE-2017-5067,2017-10-27T05:29:00.737,2024-11-21T03:26:58.730,chrome-cve-admin@google.com,"an insufficient watchdog timer in navigation in google chrome prior to 58.0.3029.81 for linux, windows, and mac allowed a remote attacker to spoof the contents of the omnibox (url bar) via a crafted html page.",,6.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:H/A:N,2.8,3.6
CVE-2017-5068,2017-10-27T05:29:00.770,2024-11-21T03:26:58.850,chrome-cve-admin@google.com,"incorrect handling of picture id in webrtc in google chrome prior to 58.0.3029.96 for mac, windows, and linux allowed a remote attacker to trigger a race condition via a crafted html page.",,7.5,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,1.6,5.9
CVE-2017-5069,2017-10-27T05:29:00.817,2024-11-21T03:26:58.977,chrome-cve-admin@google.com,"incorrect mime type of xss-protection reports in blink in google chrome prior to 58.0.3029.81 for linux, windows, and mac, and 58.0.3029.83 for android, allowed a remote attacker to circumvent cross-origin resource sharing checks via a crafted html page.",,6.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,2.8,2.7
CVE-2017-5071,2017-10-27T05:29:00.893,2024-11-21T03:26:59.240,chrome-cve-admin@google.com,"insufficient validation of untrusted input in v8 in google chrome prior to 59.0.3071.86 for linux, windows and mac, and 59.0.3071.92 for android allowed a remote attacker to perform an out of bounds memory read via a crafted html page.",,6.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:L,2.8,3.4
CVE-2017-5073,2017-10-27T05:29:00.957,2024-11-21T03:26:59.497,chrome-cve-admin@google.com,"use after free in print preview in blink in google chrome prior to 59.0.3071.86 for linux, windows, and mac, and 59.0.3071.92 for android, allowed a remote attacker to perform an out of bounds memory read via a crafted html page.",,8.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,2.8,5.9
CVE-2017-5074,2017-10-27T05:29:01.003,2024-11-21T03:26:59.620,chrome-cve-admin@google.com,"a use after free in chrome apps in google chrome prior to 59.0.3071.86 for windows allowed a remote attacker to perform an out of bounds memory read via a crafted html page, related to bluetooth.",,8.0,CVSS:3.0/AV:A/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,2.1,5.9
CVE-2017-5075,2017-10-27T05:29:01.037,2024-11-21T03:26:59.750,chrome-cve-admin@google.com,"inappropriate implementation in csp reporting in blink in google chrome prior to 59.0.3071.86 for linux, windows, and mac, and 59.0.3071.92 for android, allowed a remote attacker to obtain the value of url fragments via a crafted html page.",,4.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:N,2.8,1.4
CVE-2017-5076,2017-10-27T05:29:01.067,2024-11-21T03:26:59.877,chrome-cve-admin@google.com,"insufficient policy enforcement in omnibox in google chrome prior to 59.0.3071.86 for mac, windows, and linux, and 59.0.3071.92 for android, allowed a remote attacker to perform domain spoofing via idn homographs in a crafted domain name.",,6.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:H/A:N,2.8,3.6
CVE-2017-5077,2017-10-27T05:29:01.097,2024-11-21T03:27:00.020,chrome-cve-admin@google.com,"insufficient validation of untrusted input in skia in google chrome prior to 59.0.3071.86 for linux, windows, and mac, and 59.0.3071.92 for android, allowed a remote attacker to perform an out of bounds memory read via a crafted html page.",,8.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,2.8,5.9
CVE-2017-5078,2017-10-27T05:29:01.143,2024-11-21T03:27:00.150,chrome-cve-admin@google.com,"insufficient validation of untrusted input in blink's mailto: handling in google chrome prior to 59.0.3071.86 for linux, windows, and mac allowed a remote attacker to perform command injection via a crafted html page, a similar issue to cve-2004-0121. for example, characters such as * have an incorrect interaction with xdg-email in xdg-utils, and a space character can be used in front of a command-line argument.",,8.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,2.8,5.9
CVE-2017-5079,2017-10-27T05:29:01.177,2024-11-21T03:27:00.290,chrome-cve-admin@google.com,"inappropriate implementation in blink in google chrome prior to 59.0.3071.86 for mac, windows, and linux, and 59.0.3071.92 for android, allowed a remote attacker to display ui on a non attacker controlled tab via a crafted html page.",,4.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:N,2.8,1.4
CVE-2017-5080,2017-10-27T05:29:01.207,2024-11-21T03:27:00.437,chrome-cve-admin@google.com,a use after free in credit card autofill in google chrome prior to 59.0.3071.86 for linux and windows allowed a remote attacker to perform an out of bounds memory read via a crafted html page.,,8.8,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,2.8,5.9
CVE-2017-5081,2017-10-27T05:29:01.237,2024-11-21T03:27:00.560,chrome-cve-admin@google.com,"lack of verification of an extension's locale folder in google chrome prior to 59.0.3071.86 for mac, windows, and linux, and 59.0.3071.92 for android, allowed an attacker with local write access to modify extensions by modifying extension files.",,3.3,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:N,1.8,1.4
CVE-2017-5083,2017-10-27T05:29:01.317,2024-11-21T03:27:00.833,chrome-cve-admin@google.com,"inappropriate implementation in blink in google chrome prior to 59.0.3071.86 for mac, windows, and linux, and 59.0.3071.92 for android, allowed a remote attacker to display ui on a non attacker controlled tab via a crafted html page.",,4.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:N,2.8,1.4
