cve_id,published,last_modified,source_identifier,description,severity,cvss_score,vector,exploitability_score,impact_score,month,year
CVE-2015-6699,2015-10-14 23:59:21.550,2024-11-21 02:35:28.093,psirt@adobe.com,"the addforegroundsprite function in adobe reader and acrobat 10.x before 10.1.16 and 11.x before 11.0.13, acrobat and acrobat reader dc classic before 2015.006.30094, and acrobat and acrobat reader dc continuous before 2015.009.20069 on windows and os x allows attackers to obtain sensitive information from process memory via invalid arguments, a different vulnerability than cve-2015-6697, cve-2015-6700, cve-2015-6701, cve-2015-6702, cve-2015-6703, and cve-2015-6704.",medium,4.3,AV:N/AC:M/Au:N/C:P/I:N/A:N,8.6,2.9,2015-10,2015
CVE-2015-6700,2015-10-14 23:59:22.677,2024-11-21 02:35:28.210,psirt@adobe.com,"the setbackground function in adobe reader and acrobat 10.x before 10.1.16 and 11.x before 11.0.13, acrobat and acrobat reader dc classic before 2015.006.30094, and acrobat and acrobat reader dc continuous before 2015.009.20069 on windows and os x allows attackers to obtain sensitive information from process memory via invalid arguments, a different vulnerability than cve-2015-6697, cve-2015-6699, cve-2015-6701, cve-2015-6702, cve-2015-6703, and cve-2015-6704.",medium,5.0,AV:N/AC:L/Au:N/C:P/I:N/A:N,10.0,2.9,2015-10,2015
CVE-2015-6701,2015-10-14 23:59:23.800,2024-11-21 02:35:28.330,psirt@adobe.com,"the ambientilluminationcolor property implementation in adobe reader and acrobat 10.x before 10.1.16 and 11.x before 11.0.13, acrobat and acrobat reader dc classic before 2015.006.30094, and acrobat and acrobat reader dc continuous before 2015.009.20069 on windows and os x allows attackers to obtain sensitive information from process memory via a function call, a different vulnerability than cve-2015-6697, cve-2015-6699, cve-2015-6700, cve-2015-6702, cve-2015-6703, and cve-2015-6704.",medium,4.3,AV:N/AC:M/Au:N/C:P/I:N/A:N,8.6,2.9,2015-10,2015
CVE-2015-6702,2015-10-14 23:59:24.740,2024-11-21 02:35:28.460,psirt@adobe.com,"the createsquaremesh function in adobe reader and acrobat 10.x before 10.1.16 and 11.x before 11.0.13, acrobat and acrobat reader dc classic before 2015.006.30094, and acrobat and acrobat reader dc continuous before 2015.009.20069 on windows and os x allows attackers to obtain sensitive information from process memory via invalid arguments, a different vulnerability than cve-2015-6697, cve-2015-6699, cve-2015-6700, cve-2015-6701, cve-2015-6703, and cve-2015-6704.",medium,4.3,AV:N/AC:M/Au:N/C:P/I:N/A:N,8.6,2.9,2015-10,2015
CVE-2015-6703,2015-10-14 23:59:25.693,2024-11-21 02:35:28.587,psirt@adobe.com,"the loadflashmovie function in adobe reader and acrobat 10.x before 10.1.16 and 11.x before 11.0.13, acrobat and acrobat reader dc classic before 2015.006.30094, and acrobat and acrobat reader dc continuous before 2015.009.20069 on windows and os x allows attackers to obtain sensitive information from process memory via invalid arguments, a different vulnerability than cve-2015-6697, cve-2015-6699, cve-2015-6700, cve-2015-6701, cve-2015-6702, and cve-2015-6704.",medium,4.3,AV:N/AC:M/Au:N/C:P/I:N/A:N,8.6,2.9,2015-10,2015
CVE-2015-6704,2015-10-14 23:59:26.520,2024-11-21 02:35:28.710,psirt@adobe.com,"the animations property implementation in adobe reader and acrobat 10.x before 10.1.16 and 11.x before 11.0.13, acrobat and acrobat reader dc classic before 2015.006.30094, and acrobat and acrobat reader dc continuous before 2015.009.20069 on windows and os x allows attackers to obtain sensitive information from process memory via a function call, a different vulnerability than cve-2015-6697, cve-2015-6699, cve-2015-6700, cve-2015-6701, cve-2015-6702, and cve-2015-6703.",medium,4.3,AV:N/AC:M/Au:N/C:P/I:N/A:N,8.6,2.9,2015-10,2015
CVE-2015-6705,2015-10-14 23:59:27.457,2024-11-21 02:35:28.833,psirt@adobe.com,"adobe reader and acrobat 10.x before 10.1.16 and 11.x before 11.0.13, acrobat and acrobat reader dc classic before 2015.006.30094, and acrobat and acrobat reader dc continuous before 2015.009.20069 on windows and os x allow attackers to bypass intended access restrictions and obtain sensitive information via unspecified vectors, a different vulnerability than cve-2015-5583, cve-2015-6706, and cve-2015-7624.",medium,5.0,AV:N/AC:L/Au:N/C:P/I:N/A:N,10.0,2.9,2015-10,2015
CVE-2015-6706,2015-10-14 23:59:28.397,2024-11-21 02:35:28.960,psirt@adobe.com,"adobe reader and acrobat 10.x before 10.1.16 and 11.x before 11.0.13, acrobat and acrobat reader dc classic before 2015.006.30094, and acrobat and acrobat reader dc continuous before 2015.009.20069 on windows and os x allow attackers to bypass intended access restrictions and obtain sensitive information via unspecified vectors, a different vulnerability than cve-2015-5583, cve-2015-6705, and cve-2015-7624.",medium,5.0,AV:N/AC:L/Au:N/C:P/I:N/A:N,10.0,2.9,2015-10,2015
CVE-2015-6707,2015-10-14 23:59:29.303,2024-11-21 02:35:29.107,psirt@adobe.com,"the ansendforreview method in adobe reader and acrobat 10.x before 10.1.16 and 11.x before 11.0.13, acrobat and acrobat reader dc classic before 2015.006.30094, and acrobat and acrobat reader dc continuous before 2015.009.20069 on windows and os x allows attackers to bypass javascript api execution restrictions via unspecified vectors, a different vulnerability than cve-2015-6708, cve-2015-6709, cve-2015-6710, cve-2015-6711, cve-2015-6712, cve-2015-6713, cve-2015-6714, cve-2015-6715, cve-2015-6716, cve-2015-6717, cve-2015-6718, cve-2015-6719, cve-2015-6720, cve-2015-6721, cve-2015-6722, cve-2015-6723, cve-2015-6724, cve-2015-6725, cve-2015-7614, cve-2015-7616, cve-2015-7618, cve-2015-7619, cve-2015-7620, and cve-2015-7623.",medium,6.8,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4,2015-10,2015
CVE-2015-6708,2015-10-14 23:59:30.303,2024-11-21 02:35:29.240,psirt@adobe.com,"the anstartapproval method in adobe reader and acrobat 10.x before 10.1.16 and 11.x before 11.0.13, acrobat and acrobat reader dc classic before 2015.006.30094, and acrobat and acrobat reader dc continuous before 2015.009.20069 on windows and os x allows attackers to bypass javascript api execution restrictions via unspecified vectors, a different vulnerability than cve-2015-6707, cve-2015-6709, cve-2015-6710, cve-2015-6711, cve-2015-6712, cve-2015-6713, cve-2015-6714, cve-2015-6715, cve-2015-6716, cve-2015-6717, cve-2015-6718, cve-2015-6719, cve-2015-6720, cve-2015-6721, cve-2015-6722, cve-2015-6723, cve-2015-6724, cve-2015-6725, cve-2015-7614, cve-2015-7616, cve-2015-7618, cve-2015-7619, cve-2015-7620, and cve-2015-7623.",medium,6.8,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4,2015-10,2015
CVE-2015-6709,2015-10-14 23:59:31.303,2024-11-21 02:35:29.370,psirt@adobe.com,"the cbbbrinvite method in adobe reader and acrobat 10.x before 10.1.16 and 11.x before 11.0.13, acrobat and acrobat reader dc classic before 2015.006.30094, and acrobat and acrobat reader dc continuous before 2015.009.20069 on windows and os x allows attackers to bypass javascript api execution restrictions via unspecified vectors, a different vulnerability than cve-2015-6707, cve-2015-6708, cve-2015-6710, cve-2015-6711, cve-2015-6712, cve-2015-6713, cve-2015-6714, cve-2015-6715, cve-2015-6716, cve-2015-6717, cve-2015-6718, cve-2015-6719, cve-2015-6720, cve-2015-6721, cve-2015-6722, cve-2015-6723, cve-2015-6724, cve-2015-6725, cve-2015-7614, cve-2015-7616, cve-2015-7618, cve-2015-7619, cve-2015-7620, and cve-2015-7623.",medium,6.8,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4,2015-10,2015
CVE-2015-6710,2015-10-14 23:59:32.303,2024-11-21 02:35:29.497,psirt@adobe.com,"the cbbbrinit method in adobe reader and acrobat 10.x before 10.1.16 and 11.x before 11.0.13, acrobat and acrobat reader dc classic before 2015.006.30094, and acrobat and acrobat reader dc continuous before 2015.009.20069 on windows and os x allows attackers to bypass javascript api execution restrictions via unspecified vectors, a different vulnerability than cve-2015-6707, cve-2015-6708, cve-2015-6709, cve-2015-6711, cve-2015-6712, cve-2015-6713, cve-2015-6714, cve-2015-6715, cve-2015-6716, cve-2015-6717, cve-2015-6718, cve-2015-6719, cve-2015-6720, cve-2015-6721, cve-2015-6722, cve-2015-6723, cve-2015-6724, cve-2015-6725, cve-2015-7614, cve-2015-7616, cve-2015-7618, cve-2015-7619, cve-2015-7620, and cve-2015-7623.",medium,6.8,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4,2015-10,2015
CVE-2015-6711,2015-10-14 23:59:33.177,2024-11-21 02:35:29.633,psirt@adobe.com,"the doidentitydialog method in adobe reader and acrobat 10.x before 10.1.16 and 11.x before 11.0.13, acrobat and acrobat reader dc classic before 2015.006.30094, and acrobat and acrobat reader dc continuous before 2015.009.20069 on windows and os x allows attackers to bypass javascript api execution restrictions via unspecified vectors, a different vulnerability than cve-2015-6707, cve-2015-6708, cve-2015-6709, cve-2015-6710, cve-2015-6712, cve-2015-6713, cve-2015-6714, cve-2015-6715, cve-2015-6716, cve-2015-6717, cve-2015-6718, cve-2015-6719, cve-2015-6720, cve-2015-6721, cve-2015-6722, cve-2015-6723, cve-2015-6724, cve-2015-6725, cve-2015-7614, cve-2015-7616, cve-2015-7618, cve-2015-7619, cve-2015-7620, and cve-2015-7623.",medium,6.8,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4,2015-10,2015
CVE-2015-6712,2015-10-14 23:59:34.193,2024-11-21 02:35:29.763,psirt@adobe.com,"the ansendapprovaltoauthorenabled method in adobe reader and acrobat 10.x before 10.1.16 and 11.x before 11.0.13, acrobat and acrobat reader dc classic before 2015.006.30094, and acrobat and acrobat reader dc continuous before 2015.009.20069 on windows and os x allows attackers to bypass javascript api execution restrictions via unspecified vectors, a different vulnerability than cve-2015-6707, cve-2015-6708, cve-2015-6709, cve-2015-6710, cve-2015-6711, cve-2015-6713, cve-2015-6714, cve-2015-6715, cve-2015-6716, cve-2015-6717, cve-2015-6718, cve-2015-6719, cve-2015-6720, cve-2015-6721, cve-2015-6722, cve-2015-6723, cve-2015-6724, cve-2015-6725, cve-2015-7614, cve-2015-7616, cve-2015-7618, cve-2015-7619, cve-2015-7620, and cve-2015-7623.",medium,6.8,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4,2015-10,2015
CVE-2015-6713,2015-10-14 23:59:35.210,2024-11-21 02:35:29.907,psirt@adobe.com,"the function call implementation in adobe reader and acrobat 10.x before 10.1.16 and 11.x before 11.0.13, acrobat and acrobat reader dc classic before 2015.006.30094, and acrobat and acrobat reader dc continuous before 2015.009.20069 on windows and os x allows attackers to bypass javascript api execution restrictions via unspecified vectors, a different vulnerability than cve-2015-6707, cve-2015-6708, cve-2015-6709, cve-2015-6710, cve-2015-6711, cve-2015-6712, cve-2015-6714, cve-2015-6715, cve-2015-6716, cve-2015-6717, cve-2015-6718, cve-2015-6719, cve-2015-6720, cve-2015-6721, cve-2015-6722, cve-2015-6723, cve-2015-6724, cve-2015-6725, cve-2015-7614, cve-2015-7616, cve-2015-7618, cve-2015-7619, cve-2015-7620, and cve-2015-7623.",high,7.5,AV:N/AC:L/Au:N/C:P/I:P/A:P,10.0,6.4,2015-10,2015
CVE-2015-6714,2015-10-14 23:59:36.147,2024-11-21 02:35:30.047,psirt@adobe.com,"the function bind implementation in adobe reader and acrobat 10.x before 10.1.16 and 11.x before 11.0.13, acrobat and acrobat reader dc classic before 2015.006.30094, and acrobat and acrobat reader dc continuous before 2015.009.20069 on windows and os x allows attackers to bypass javascript api execution restrictions via unspecified vectors, a different vulnerability than cve-2015-6707, cve-2015-6708, cve-2015-6709, cve-2015-6710, cve-2015-6711, cve-2015-6712, cve-2015-6713, cve-2015-6715, cve-2015-6716, cve-2015-6717, cve-2015-6718, cve-2015-6719, cve-2015-6720, cve-2015-6721, cve-2015-6722, cve-2015-6723, cve-2015-6724, cve-2015-6725, cve-2015-7614, cve-2015-7616, cve-2015-7618, cve-2015-7619, cve-2015-7620, and cve-2015-7623.",medium,6.8,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4,2015-10,2015
CVE-2015-6715,2015-10-14 23:59:36.993,2024-11-21 02:35:30.170,psirt@adobe.com,"the function apply implementation in adobe reader and acrobat 10.x before 10.1.16 and 11.x before 11.0.13, acrobat and acrobat reader dc classic before 2015.006.30094, and acrobat and acrobat reader dc continuous before 2015.009.20069 on windows and os x allows attackers to bypass javascript api execution restrictions via unspecified vectors, a different vulnerability than cve-2015-6707, cve-2015-6708, cve-2015-6709, cve-2015-6710, cve-2015-6711, cve-2015-6712, cve-2015-6713, cve-2015-6714, cve-2015-6716, cve-2015-6717, cve-2015-6718, cve-2015-6719, cve-2015-6720, cve-2015-6721, cve-2015-6722, cve-2015-6723, cve-2015-6724, cve-2015-6725, cve-2015-7614, cve-2015-7616, cve-2015-7618, cve-2015-7619, cve-2015-7620, and cve-2015-7623.",medium,6.8,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4,2015-10,2015
CVE-2015-6716,2015-10-14 23:59:37.837,2024-11-21 02:35:30.303,psirt@adobe.com,"the ansendforformdistribution method in adobe reader and acrobat 10.x before 10.1.16 and 11.x before 11.0.13, acrobat and acrobat reader dc classic before 2015.006.30094, and acrobat and acrobat reader dc continuous before 2015.009.20069 on windows and os x allows attackers to bypass javascript api execution restrictions via unspecified vectors, a different vulnerability than cve-2015-6707, cve-2015-6708, cve-2015-6709, cve-2015-6710, cve-2015-6711, cve-2015-6712, cve-2015-6713, cve-2015-6714, cve-2015-6715, cve-2015-6717, cve-2015-6718, cve-2015-6719, cve-2015-6720, cve-2015-6721, cve-2015-6722, cve-2015-6723, cve-2015-6724, cve-2015-6725, cve-2015-7614, cve-2015-7616, cve-2015-7618, cve-2015-7619, cve-2015-7620, and cve-2015-7623.",medium,6.8,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4,2015-10,2015
CVE-2015-6717,2015-10-14 23:59:38.773,2024-11-21 02:35:30.430,psirt@adobe.com,"the dynamicannotstore method in adobe reader and acrobat 10.x before 10.1.16 and 11.x before 11.0.13, acrobat and acrobat reader dc classic before 2015.006.30094, and acrobat and acrobat reader dc continuous before 2015.009.20069 on windows and os x allows attackers to bypass javascript api execution restrictions via unspecified vectors, a different vulnerability than cve-2015-6707, cve-2015-6708, cve-2015-6709, cve-2015-6710, cve-2015-6711, cve-2015-6712, cve-2015-6713, cve-2015-6714, cve-2015-6715, cve-2015-6716, cve-2015-6718, cve-2015-6719, cve-2015-6720, cve-2015-6721, cve-2015-6722, cve-2015-6723, cve-2015-6724, cve-2015-6725, cve-2015-7614, cve-2015-7616, cve-2015-7618, cve-2015-7619, cve-2015-7620, and cve-2015-7623.",medium,6.8,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4,2015-10,2015
CVE-2015-6718,2015-10-14 23:59:39.743,2024-11-21 02:35:30.567,psirt@adobe.com,"the cbsharedreviewifofflinedialog method in adobe reader and acrobat 10.x before 10.1.16 and 11.x before 11.0.13, acrobat and acrobat reader dc classic before 2015.006.30094, and acrobat and acrobat reader dc continuous before 2015.009.20069 on windows and os x allows attackers to bypass javascript api execution restrictions via unspecified vectors, a different vulnerability than cve-2015-6707, cve-2015-6708, cve-2015-6709, cve-2015-6710, cve-2015-6711, cve-2015-6712, cve-2015-6713, cve-2015-6714, cve-2015-6715, cve-2015-6716, cve-2015-6717, cve-2015-6719, cve-2015-6720, cve-2015-6721, cve-2015-6722, cve-2015-6723, cve-2015-6724, cve-2015-6725, cve-2015-7614, cve-2015-7616, cve-2015-7618, cve-2015-7619, cve-2015-7620, and cve-2015-7623.",medium,6.8,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4,2015-10,2015
CVE-2015-6719,2015-10-14 23:59:40.680,2024-11-21 02:35:30.723,psirt@adobe.com,"the cbsharedreviewclosedialog method in adobe reader and acrobat 10.x before 10.1.16 and 11.x before 11.0.13, acrobat and acrobat reader dc classic before 2015.006.30094, and acrobat and acrobat reader dc continuous before 2015.009.20069 on windows and os x allows attackers to bypass javascript api execution restrictions via unspecified vectors, a different vulnerability than cve-2015-6707, cve-2015-6708, cve-2015-6709, cve-2015-6710, cve-2015-6711, cve-2015-6712, cve-2015-6713, cve-2015-6714, cve-2015-6715, cve-2015-6716, cve-2015-6717, cve-2015-6718, cve-2015-6720, cve-2015-6721, cve-2015-6722, cve-2015-6723, cve-2015-6724, cve-2015-6725, cve-2015-7614, cve-2015-7616, cve-2015-7618, cve-2015-7619, cve-2015-7620, and cve-2015-7623.",medium,6.8,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4,2015-10,2015
CVE-2015-6720,2015-10-14 23:59:41.617,2024-11-21 02:35:30.860,psirt@adobe.com,"the anrunsharedreviewemailstep method in adobe reader and acrobat 10.x before 10.1.16 and 11.x before 11.0.13, acrobat and acrobat reader dc classic before 2015.006.30094, and acrobat and acrobat reader dc continuous before 2015.009.20069 on windows and os x allows attackers to bypass javascript api execution restrictions via unspecified vectors, a different vulnerability than cve-2015-6707, cve-2015-6708, cve-2015-6709, cve-2015-6710, cve-2015-6711, cve-2015-6712, cve-2015-6713, cve-2015-6714, cve-2015-6715, cve-2015-6716, cve-2015-6717, cve-2015-6718, cve-2015-6719, cve-2015-6721, cve-2015-6722, cve-2015-6723, cve-2015-6724, cve-2015-6725, cve-2015-7614, cve-2015-7616, cve-2015-7618, cve-2015-7619, cve-2015-7620, and cve-2015-7623.",medium,6.8,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4,2015-10,2015
CVE-2015-6721,2015-10-14 23:59:42.713,2024-11-21 02:35:30.987,psirt@adobe.com,"the cbsharedreviewsecuritydialog method in adobe reader and acrobat 10.x before 10.1.16 and 11.x before 11.0.13, acrobat and acrobat reader dc classic before 2015.006.30094, and acrobat and acrobat reader dc continuous before 2015.009.20069 on windows and os x allows attackers to bypass javascript api execution restrictions via unspecified vectors, a different vulnerability than cve-2015-6707, cve-2015-6708, cve-2015-6709, cve-2015-6710, cve-2015-6711, cve-2015-6712, cve-2015-6713, cve-2015-6714, cve-2015-6715, cve-2015-6716, cve-2015-6717, cve-2015-6718, cve-2015-6719, cve-2015-6720, cve-2015-6722, cve-2015-6723, cve-2015-6724, cve-2015-6725, cve-2015-7614, cve-2015-7616, cve-2015-7618, cve-2015-7619, cve-2015-7620, and cve-2015-7623.",medium,6.8,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4,2015-10,2015
CVE-2015-6722,2015-10-14 23:59:43.697,2024-11-21 02:35:31.127,psirt@adobe.com,"the cbsharedreviewstatusdialog method in adobe reader and acrobat 10.x before 10.1.16 and 11.x before 11.0.13, acrobat and acrobat reader dc classic before 2015.006.30094, and acrobat and acrobat reader dc continuous before 2015.009.20069 on windows and os x allows attackers to bypass javascript api execution restrictions via unspecified vectors, a different vulnerability than cve-2015-6707, cve-2015-6708, cve-2015-6709, cve-2015-6710, cve-2015-6711, cve-2015-6712, cve-2015-6713, cve-2015-6714, cve-2015-6715, cve-2015-6716, cve-2015-6717, cve-2015-6718, cve-2015-6719, cve-2015-6720, cve-2015-6721, cve-2015-6723, cve-2015-6724, cve-2015-6725, cve-2015-7614, cve-2015-7616, cve-2015-7618, cve-2015-7619, cve-2015-7620, and cve-2015-7623.",medium,6.8,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4,2015-10,2015
CVE-2015-6723,2015-10-14 23:59:44.667,2024-11-21 02:35:31.290,psirt@adobe.com,"the antrustpropagateall method in adobe reader and acrobat 10.x before 10.1.16 and 11.x before 11.0.13, acrobat and acrobat reader dc classic before 2015.006.30094, and acrobat and acrobat reader dc continuous before 2015.009.20069 on windows and os x allows attackers to bypass javascript api execution restrictions via unspecified vectors, a different vulnerability than cve-2015-6707, cve-2015-6708, cve-2015-6709, cve-2015-6710, cve-2015-6711, cve-2015-6712, cve-2015-6713, cve-2015-6714, cve-2015-6715, cve-2015-6716, cve-2015-6717, cve-2015-6718, cve-2015-6719, cve-2015-6720, cve-2015-6721, cve-2015-6722, cve-2015-6724, cve-2015-6725, cve-2015-7614, cve-2015-7616, cve-2015-7618, cve-2015-7619, cve-2015-7620, and cve-2015-7623.",medium,6.8,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4,2015-10,2015
CVE-2015-6724,2015-10-14 23:59:45.870,2024-11-21 02:35:31.433,psirt@adobe.com,"the ansendforapproval method in adobe reader and acrobat 10.x before 10.1.16 and 11.x before 11.0.13, acrobat and acrobat reader dc classic before 2015.006.30094, and acrobat and acrobat reader dc continuous before 2015.009.20069 on windows and os x allows attackers to bypass javascript api execution restrictions via unspecified vectors, a different vulnerability than cve-2015-6707, cve-2015-6708, cve-2015-6709, cve-2015-6710, cve-2015-6711, cve-2015-6712, cve-2015-6713, cve-2015-6714, cve-2015-6715, cve-2015-6716, cve-2015-6717, cve-2015-6718, cve-2015-6719, cve-2015-6720, cve-2015-6721, cve-2015-6722, cve-2015-6723, cve-2015-6725, cve-2015-7614, cve-2015-7616, cve-2015-7618, cve-2015-7619, cve-2015-7620, and cve-2015-7623.",medium,6.8,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4,2015-10,2015
CVE-2015-6725,2015-10-14 23:59:46.993,2024-11-21 02:35:31.580,psirt@adobe.com,"the ansendforsharedreview method in adobe reader and acrobat 10.x before 10.1.16 and 11.x before 11.0.13, acrobat and acrobat reader dc classic before 2015.006.30094, and acrobat and acrobat reader dc continuous before 2015.009.20069 on windows and os x allows attackers to bypass javascript api execution restrictions via unspecified vectors, a different vulnerability than cve-2015-6707, cve-2015-6708, cve-2015-6709, cve-2015-6710, cve-2015-6711, cve-2015-6712, cve-2015-6713, cve-2015-6714, cve-2015-6715, cve-2015-6716, cve-2015-6717, cve-2015-6718, cve-2015-6719, cve-2015-6720, cve-2015-6721, cve-2015-6722, cve-2015-6723, cve-2015-6724, cve-2015-7614, cve-2015-7616, cve-2015-7618, cve-2015-7619, cve-2015-7620, and cve-2015-7623.",medium,6.8,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4,2015-10,2015
CVE-2015-7614,2015-10-14 23:59:47.963,2024-11-21 02:37:03.887,psirt@adobe.com,"adobe reader and acrobat 10.x before 10.1.16 and 11.x before 11.0.13, acrobat and acrobat reader dc classic before 2015.006.30094, and acrobat and acrobat reader dc continuous before 2015.009.20069 on windows and os x allow attackers to bypass javascript api execution restrictions and execute arbitrary commands via an app.launchurl call, a different vulnerability than cve-2015-6707, cve-2015-6708, cve-2015-6709, cve-2015-6710, cve-2015-6711, cve-2015-6712, cve-2015-6713, cve-2015-6714, cve-2015-6715, cve-2015-6716, cve-2015-6717, cve-2015-6718, cve-2015-6719, cve-2015-6720, cve-2015-6721, cve-2015-6722, cve-2015-6723, cve-2015-6724, cve-2015-6725, cve-2015-7616, cve-2015-7618, cve-2015-7619, cve-2015-7620, and cve-2015-7623.",medium,6.8,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4,2015-10,2015
CVE-2015-7615,2015-10-14 23:59:48.963,2024-11-21 02:37:04.013,psirt@adobe.com,"use-after-free vulnerability in a saveas feature in adobe reader and acrobat 10.x before 10.1.16 and 11.x before 11.0.13, acrobat and acrobat reader dc classic before 2015.006.30094, and acrobat and acrobat reader dc continuous before 2015.009.20069 on windows and os x allows attackers to execute arbitrary code via unspecified vectors, a different vulnerability than cve-2015-5586, cve-2015-6683, cve-2015-6684, cve-2015-6687, cve-2015-6688, cve-2015-6689, cve-2015-6690, cve-2015-6691, cve-2015-7617, and cve-2015-7621.",medium,6.8,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4,2015-10,2015
CVE-2015-7616,2015-10-14 23:59:49.997,2024-11-21 02:37:04.123,psirt@adobe.com,"the anverifycomments method in adobe reader and acrobat 10.x before 10.1.16 and 11.x before 11.0.13, acrobat and acrobat reader dc classic before 2015.006.30094, and acrobat and acrobat reader dc continuous before 2015.009.20069 on windows and os x allows attackers to bypass javascript api execution restrictions via unspecified vectors, a different vulnerability than cve-2015-6707, cve-2015-6708, cve-2015-6709, cve-2015-6710, cve-2015-6711, cve-2015-6712, cve-2015-6713, cve-2015-6714, cve-2015-6715, cve-2015-6716, cve-2015-6717, cve-2015-6718, cve-2015-6719, cve-2015-6720, cve-2015-6721, cve-2015-6722, cve-2015-6723, cve-2015-6724, cve-2015-6725, cve-2015-7614, cve-2015-7618, cve-2015-7619, cve-2015-7620, and cve-2015-7623.",medium,6.8,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4,2015-10,2015
CVE-2015-7617,2015-10-14 23:59:50.947,2024-11-21 02:37:04.237,psirt@adobe.com,"use-after-free vulnerability in adobe reader and acrobat 10.x before 10.1.16 and 11.x before 11.0.13, acrobat and acrobat reader dc classic before 2015.006.30094, and acrobat and acrobat reader dc continuous before 2015.009.20069 on windows and os x allows attackers to execute arbitrary code by leveraging improper escript exception handling, a different vulnerability than cve-2015-5586, cve-2015-6683, cve-2015-6684, cve-2015-6687, cve-2015-6688, cve-2015-6689, cve-2015-6690, cve-2015-6691, cve-2015-7615, and cve-2015-7621.",medium,6.8,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4,2015-10,2015
CVE-2015-7618,2015-10-14 23:59:51.980,2024-11-21 02:37:04.343,psirt@adobe.com,"the cbautoconfigcommentrepository method in adobe reader and acrobat 10.x before 10.1.16 and 11.x before 11.0.13, acrobat and acrobat reader dc classic before 2015.006.30094, and acrobat and acrobat reader dc continuous before 2015.009.20069 on windows and os x allows attackers to bypass javascript api execution restrictions via unspecified vectors, a different vulnerability than cve-2015-6707, cve-2015-6708, cve-2015-6709, cve-2015-6710, cve-2015-6711, cve-2015-6712, cve-2015-6713, cve-2015-6714, cve-2015-6715, cve-2015-6716, cve-2015-6717, cve-2015-6718, cve-2015-6719, cve-2015-6720, cve-2015-6721, cve-2015-6722, cve-2015-6723, cve-2015-6724, cve-2015-6725, cve-2015-7614, cve-2015-7616, cve-2015-7619, cve-2015-7620, and cve-2015-7623.",medium,6.8,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4,2015-10,2015
CVE-2015-7619,2015-10-14 23:59:52.917,2024-11-21 02:37:04.453,psirt@adobe.com,"the ansharefile2 method in adobe reader and acrobat 10.x before 10.1.16 and 11.x before 11.0.13, acrobat and acrobat reader dc classic before 2015.006.30094, and acrobat and acrobat reader dc continuous before 2015.009.20069 on windows and os x allows attackers to bypass javascript api execution restrictions via unspecified vectors, a different vulnerability than cve-2015-6707, cve-2015-6708, cve-2015-6709, cve-2015-6710, cve-2015-6711, cve-2015-6712, cve-2015-6713, cve-2015-6714, cve-2015-6715, cve-2015-6716, cve-2015-6717, cve-2015-6718, cve-2015-6719, cve-2015-6720, cve-2015-6721, cve-2015-6722, cve-2015-6723, cve-2015-6724, cve-2015-6725, cve-2015-7614, cve-2015-7616, cve-2015-7618, cve-2015-7620, and cve-2015-7623.",medium,6.8,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4,2015-10,2015
